vid_id,fps,vid_url,view,participants,file_name
niHtzss_LL8,25,https://www.youtube.com/watch?v=niHtzss_LL8,on,4,"#707 - Crystal Andrews On Debates, Conspiracies & Media Consumption - The Daily Talk Show [niHtzss_LL8].mp4"
4l11TuO9lN4,30,https://www.youtube.com/watch?v=4l11TuO9lN4,on,2,#855 - Vulnerability - The Daily Talk Show [4l11TuO9lN4].mp4
fop9C6XpaxM,30,https://www.youtube.com/watch?v=fop9C6XpaxM,on,2,"#832 - Extremes, Asteroids & Magic - The Daily Talk Show [fop9C6XpaxM].mp4"
H-bzbhXfMiA,25,https://www.youtube.com/watch?v=H-bzbhXfMiA,off,3,#490 - Improv & Performing With Julian Haig - The Daily Talk Show [H-bzbhXfMiA].mp4
zxpyKepdMvo,25,https://www.youtube.com/watch?v=zxpyKepdMvo,on,2,#961 - Pokémon Cards & McDonald's Monopoly Fraud - The Daily Talk Show [zxpyKepdMvo].mp4
0KkpPTGQp7M,25,https://www.youtube.com/watch?v=0KkpPTGQp7M,off,3,#516 - Ryan Nicodemus On Happiness & Expectations - The Daily Talk Show [0KkpPTGQp7M].mp4
FOERkJJxkGY,30,https://www.youtube.com/watch?v=FOERkJJxkGY,on,4,#735 - Gronk Games - The Daily Talk Show [FOERkJJxkGY].mp4
5fF83tWJqRo,25,https://www.youtube.com/watch?v=5fF83tWJqRo,off,3,#550 - John Safran's Schtick - The Daily Talk Show [5fF83tWJqRo].mp4
SPM58KV-a0I,30,https://www.youtube.com/watch?v=SPM58KV-a0I,on,2,"#831 - Money, The Journey & Delayed Gratification - The Daily Talk Show [SPM58KV-a0I].mp4"
M41t8crU02w,25,https://www.youtube.com/watch?v=M41t8crU02w,on,2,#890 - Serendipitous Moments - The Daily Talk Show [M41t8crU02w].mp4
r2RXmzYijfk,25,https://www.youtube.com/watch?v=r2RXmzYijfk,off,2,#480 - Comfort Toys & F' Me Bands - The Daily Talk Show [r2RXmzYijfk].mp4
PuDPu1Zhkac,25,https://www.youtube.com/watch?v=PuDPu1Zhkac,on,4,#715 - Pete Murray & Hamish Blake - 24 Hour Live Stream - The Daily Talk Show [PuDPu1Zhkac].mp4
TA_MwPZYQJY,25,https://www.youtube.com/watch?v=TA_MwPZYQJY,off,2,#597 - Befriending A-List Celebs - The Daily Talk Show [TA_MwPZYQJY].mp4
5_GEi01dHa8,25,https://www.youtube.com/watch?v=5_GEi01dHa8,off,3,#607 - Jodie Imam On Funding & Tech Startups - The Daily Talk Show [5_GEi01dHa8].mp4
YjjkOabfaaE,25,https://www.youtube.com/watch?v=YjjkOabfaaE,off,2,#951 - Evolving - The Daily Talk Show [YjjkOabfaaE].mp4
6N14R1k8lW8,25,https://www.youtube.com/watch?v=6N14R1k8lW8,off,3,"#565 - Lucy Green, Homebody Club - The Daily Talk Show [6N14R1k8lW8].mp4"
VxLwOOdvlvg,30,https://www.youtube.com/watch?v=VxLwOOdvlvg,on,2,#923 - Exercise & Habits - The Daily Talk Show [VxLwOOdvlvg].mp4
2c_0wwK3tNA,25,https://www.youtube.com/watch?v=2c_0wwK3tNA,off,4,#992 - We Got It Wrong - The Daily Talk Show [2c_0wwK3tNA].mp4
P5u-GWgnK5o,30,https://www.youtube.com/watch?v=P5u-GWgnK5o,on,4,#731 - Values & Friendships - The Daily Talk Show [P5u-GWgnK5o].mp4
i5BHMp_wyD0,25,https://www.youtube.com/watch?v=i5BHMp_wyD0,on,4,#681 - Joey - The Daily Talk Show [i5BHMp_wyD0].mp4
WyRR53Ey8b8,30,https://www.youtube.com/watch?v=WyRR53Ey8b8,mix,4,#762 - The Throwback Club - The Daily Talk Show [WyRR53Ey8b8].mp4
-AwN0xtph18,25,https://www.youtube.com/watch?v=-AwN0xtph18,off,2,#277 - Counting My Chews - The Daily Talk Show [-AwN0xtph18].mp4
g46K5xNgods,25,https://www.youtube.com/watch?v=g46K5xNgods,off,4,#385 - Our First Weekend Banter With The Gronks - The Daily Talk Show [g46K5xNgods].mp4
bjntx-9bPg4,25,https://www.youtube.com/watch?v=bjntx-9bPg4,off,3,#544 - Anjali Rao On Broadcast & Journalism - The Daily Talk Show [bjntx-9bPg4].mp4
xB4wyo6uiI8,25,https://www.youtube.com/watch?v=xB4wyo6uiI8,off,2,#351 - It's A Gronk Life - The Daily Talk Show [xB4wyo6uiI8].mp4
N7xbJsMNig4,30,https://www.youtube.com/watch?v=N7xbJsMNig4,on,2,"#826 - Consumption, Media & The Tech Giants - The Daily Talk Show [N7xbJsMNig4].mp4"
OrVCFy24hf4,25,https://www.youtube.com/watch?v=OrVCFy24hf4,off,3,#481 - Crims and Creatives With Scooter Derek - The Daily Talk Show [OrVCFy24hf4].mp4
9IkydIYreMM,30,https://www.youtube.com/watch?v=9IkydIYreMM,on,4,#740 - Burns On Burns - The Daily Talk Show [9IkydIYreMM].mp4
607fgYfSBe8,25,https://www.youtube.com/watch?v=607fgYfSBe8,off,3,"#465 - Hi Josh, From Pastor To Viral Comedian - The Daily Talk Show [607fgYfSBe8].mp4"
D9QQ-ubJ4EE,25,https://www.youtube.com/watch?v=D9QQ-ubJ4EE,mix,3,#547 - 3D-Dyl's 2019 - The Daily Talk Show [D9QQ-ubJ4EE].mp4
Wf9xF6uAheU,25,https://www.youtube.com/watch?v=Wf9xF6uAheU,off,2,#954 - Starting Brazilian Jiu Jitsu - The Daily Talk Show [Wf9xF6uAheU].mp4
vIxyUltI2L8,25,https://www.youtube.com/watch?v=vIxyUltI2L8,off,2,#576 - Just A Hug - The Daily Talk Show [vIxyUltI2L8].mp4
563O-l4EW-E,30,https://www.youtube.com/watch?v=563O-l4EW-E,on,2,#840 - Call Me Old-Fashioned - The Daily Talk Show [563O-l4EW-E].mp4
S0IfHH15Cig,25,https://www.youtube.com/watch?v=S0IfHH15Cig,off,2,#524 - Finishing The Bottle - The Daily Talk Show [S0IfHH15Cig].mp4
qTr9fq21oxw,25,https://www.youtube.com/watch?v=qTr9fq21oxw,off,2,#422 - Limited Hoodie Run - The Daily Talk Show [qTr9fq21oxw].mp4
3vHwmMFReo0,25,https://www.youtube.com/watch?v=3vHwmMFReo0,off,2,#974 - GM Jess Co-Hosts The Podcast - The Daily Talk Show [3vHwmMFReo0].mp4
XUzJdWYHhXE,25,https://www.youtube.com/watch?v=XUzJdWYHhXE,on,4,#718 - Max Price & Jack Post - 24 Hour Live Stream - The Daily Talk Show [XUzJdWYHhXE].mp4
aegdaKcsQh8,25,https://www.youtube.com/watch?v=aegdaKcsQh8,off,3,#590 - Reframing Starting With Tommy's Bro - The Daily Talk Show [aegdaKcsQh8].mp4
g3LBdbdhbr0,25,https://www.youtube.com/watch?v=g3LBdbdhbr0,on,4,"#822 - Exclusives, Crumpets & Costco - The Daily Talk Show [g3LBdbdhbr0].mp4"
-NcZ6mHPkOw,25,https://www.youtube.com/watch?v=-NcZ6mHPkOw,off,2,#1017 - Habits - The Daily Talk Show [-NcZ6mHPkOw].mp4
NCysOhzfbHs,25,https://www.youtube.com/watch?v=NCysOhzfbHs,on,2,#959 - We're Back In Lockdown - The Daily Talk Show [NCysOhzfbHs].mp4
eeDF6ecDhKE,25,https://www.youtube.com/watch?v=eeDF6ecDhKE,off,2,#1004 - Chicken Foot - The Daily Talk Show [eeDF6ecDhKE].mp4
SndRTwBecmc,25,https://www.youtube.com/watch?v=SndRTwBecmc,off,2,#479 -  The Gift Guy - The Daily Talk Show [SndRTwBecmc].mp4
7jQwoYsbslI,25,https://www.youtube.com/watch?v=7jQwoYsbslI,off,4,#773 - Rhys Mitchell's Home From L.A - The Daily Talk Show [7jQwoYsbslI].mp4
24cgHcOwnsc,25,https://www.youtube.com/watch?v=24cgHcOwnsc,off,2,#599 - Josh Is Writing A Book - The Daily Talk Show [24cgHcOwnsc].mp4
2sRCDpBBjJU,25,https://www.youtube.com/watch?v=2sRCDpBBjJU,off,2,#472 - On This Day - The Daily Talk Show [2sRCDpBBjJU].mp4
FhLbxGqLr-k,25,https://www.youtube.com/watch?v=FhLbxGqLr-k,on,4,#687 - A Love Triangle - The Daily Talk Show [FhLbxGqLr-k].mp4
CU7Dpb193Zo,30,https://www.youtube.com/watch?v=CU7Dpb193Zo,on,3,#644 - The Transition To Remote Work - The Daily Talk Show [CU7Dpb193Zo].mp4
guKEFxRZvxo,25,https://www.youtube.com/watch?v=guKEFxRZvxo,off,3,"#426 -  Zoë Foster Blake On Business, Branding & Superpowers - The Daily Talk Show [guKEFxRZvxo].mp4"
FA34Wf0xHSU,25,https://www.youtube.com/watch?v=FA34Wf0xHSU,off,2,#366 - Promise Fulfilled - The Daily Talk Show [FA34Wf0xHSU].mp4
GZvIamFebBY,25,https://www.youtube.com/watch?v=GZvIamFebBY,off,3,#592 - Fans Not Listeners With Ryan Jon - The Daily Talk Show [GZvIamFebBY].mp4
NTnV-k-CgGk,30,https://www.youtube.com/watch?v=NTnV-k-CgGk,on,4,#648 - No Sense Of Humour - The Daily Talk Show [NTnV-k-CgGk].mp4
KIrHZk-wkd4,25,https://www.youtube.com/watch?v=KIrHZk-wkd4,off,3,"#463 - Intern Pete Deppeler on Red Carpets, Content & Mental Health - The Daily Talk Show [KIrHZk-wkd4].mp4"
9I28tqQx8F8,25,https://www.youtube.com/watch?v=9I28tqQx8F8,off,7,#433 - Salona On Swan Street - The Daily Talk Show [9I28tqQx8F8].mp4
3mkZMd9f3UI,25,https://www.youtube.com/watch?v=3mkZMd9f3UI,off,3,#290 - Cyclone Shameless - The Daily Talk Show [3mkZMd9f3UI].mp4
QtArD6I2rY4,30,https://www.youtube.com/watch?v=QtArD6I2rY4,top,5,#1000 - Episode 1000! -  The Daily Talk Show [QtArD6I2rY4].mp4
8YJPfh1hvQA,25,https://www.youtube.com/watch?v=8YJPfh1hvQA,off,2,#537 - The Star Among Us - The Daily Talk Show [8YJPfh1hvQA].mp4
P4GrmtAH17w,30,https://www.youtube.com/watch?v=P4GrmtAH17w,on,2,#834 - Deep House & Baileys Ice Cream - The Daily Talk Show [P4GrmtAH17w].mp4
sFKm5mIhhPQ,25,https://www.youtube.com/watch?v=sFKm5mIhhPQ,off,2,#437 - Lost Keys In A DiDi - The Daily Talk Show [sFKm5mIhhPQ].mp4
O-7yg-qNRS8,25,https://www.youtube.com/watch?v=O-7yg-qNRS8,off,3,#435 - 3D-Dyl's Last Show - The Daily Talk Show [O-7yg-qNRS8].mp4
wGPm9TVjG24,30,https://www.youtube.com/watch?v=wGPm9TVjG24,mix,4,#747 -  The Tea vs Protein Guy - The Daily Talk Show [wGPm9TVjG24].mp4
ZxHzOHAEBC0,30,https://www.youtube.com/watch?v=ZxHzOHAEBC0,on,2,#867 - The Pseudo Self-Help Guys - The Daily Talk Show [ZxHzOHAEBC0].mp4
QCN-KF7GC4k,25,https://www.youtube.com/watch?v=QCN-KF7GC4k,off,2,"#528 - Financial Independence, Retire Early - The Daily Talk Show [QCN-KF7GC4k].mp4"
w4LRwH9WjZo,25,https://www.youtube.com/watch?v=w4LRwH9WjZo,off,3,#535 - Reframing Coaching With Michael Bungay Stanier - The Daily Talk Show [w4LRwH9WjZo].mp4
wOIBt7N3ABM,25,https://www.youtube.com/watch?v=wOIBt7N3ABM,off,2,#1012 - Podcast Tryhards - The Daily Talk Show [wOIBt7N3ABM].mp4
21gd8A-wyso,25,https://www.youtube.com/watch?v=21gd8A-wyso,off,2,#338 - Funny Boy In Bali - The Daily Talk Show [21gd8A-wyso].mp4
LpFhRJEN384,25,https://www.youtube.com/watch?v=LpFhRJEN384,off,2,#632 - The Club Wars - The Daily Talk Show [LpFhRJEN384].mp4
2NLkwfkgQK0,25,https://www.youtube.com/watch?v=2NLkwfkgQK0,mix,3,#796 - Mat Garrick On Big Brother & Relationships - The Daily Talk Show [2NLkwfkgQK0].mp4
D1XVwJkdvtY,25,https://www.youtube.com/watch?v=D1XVwJkdvtY,off,2,#419 - Funding Our Fun - The Daily Talk Show [D1XVwJkdvtY].mp4
dxPSEo6inWM,25,https://www.youtube.com/watch?v=dxPSEo6inWM,off,2,#315 - A Lot Of Complaining - The Daily Talk Show [dxPSEo6inWM].mp4
Yytk28kQn-E,25,https://www.youtube.com/watch?v=Yytk28kQn-E,off,2,#430 - $3.8 Million In Soft Drinks - The Daily Talk Show [Yytk28kQn-E].mp4
xN72PQ6mCN4,25,https://www.youtube.com/watch?v=xN72PQ6mCN4,off,2,#979 - Hypnobirthing - The Daily Talk Show [xN72PQ6mCN4].mp4
YPEeG4Vkcoc,25,https://www.youtube.com/watch?v=YPEeG4Vkcoc,off,2,"#958 - Thoughts, Stories & Quirks - The Daily Talk Show [YPEeG4Vkcoc].mp4"
Pfx91iGIWcg,30,https://www.youtube.com/watch?v=Pfx91iGIWcg,on,2,#849 - Life In Your 20s - The Daily Talk Show [Pfx91iGIWcg].mp4
e1MoUHt3yZE,25,https://www.youtube.com/watch?v=e1MoUHt3yZE,on,4,#659 -  Oversharing With Ben Fordham - The Daily Talk Show [e1MoUHt3yZE].mp4
DV0eghSn3Gs,25,https://www.youtube.com/watch?v=DV0eghSn3Gs,off,2,#611 - Birthdays and Babysitting - The Daily Talk Show [DV0eghSn3Gs].mp4
UV06Pc1gEtw,25,https://www.youtube.com/watch?v=UV06Pc1gEtw,on,4,#704 - Dugongs & Nostalgic Computer Games - The Daily Talk Show [UV06Pc1gEtw].mp4
mSBOr_hhF_g,25,https://www.youtube.com/watch?v=mSBOr_hhF_g,off,3,#421 - A Surprise From Canada - The Daily Talk Show [mSBOr_hhF_g].mp4
IHfsTRzJ128,25,https://www.youtube.com/watch?v=IHfsTRzJ128,off,2,#937 - We're Back For 2021! - The Daily Talk Show [IHfsTRzJ128].mp4
zHUViRY9qYk,25,https://www.youtube.com/watch?v=zHUViRY9qYk,off,2,#265 - Deleting Your Ex's Photos - The Daily Talk Show [zHUViRY9qYk].mp4
4NX2IX62xGQ,25,https://www.youtube.com/watch?v=4NX2IX62xGQ,off,2,"#1006 - Thank You For Everything, I Have No Complaints - The Daily Talk Show [4NX2IX62xGQ].mp4"
s8ZMiTEVteE,25,https://www.youtube.com/watch?v=s8ZMiTEVteE,off,3,#543 - Fergus Watts On Building Bastion Collective - The Daily Talk Show [s8ZMiTEVteE].mp4
fdlVgLPFCHM,30,https://www.youtube.com/watch?v=fdlVgLPFCHM,on,2,#895 - The No Banter Barber - The Daily Talk Show [fdlVgLPFCHM].mp4
LOcQe6INzB4,25,https://www.youtube.com/watch?v=LOcQe6INzB4,off,2,#963 - Apple Subscription Nightmares - The Daily Talk Show [LOcQe6INzB4].mp4
GAtV3tYLAFs,25,https://www.youtube.com/watch?v=GAtV3tYLAFs,off,3,#406 - Belonging - The Daily Talk Show [GAtV3tYLAFs].mp4
yKqn6U0i3Xc,25,https://www.youtube.com/watch?v=yKqn6U0i3Xc,off,3,#553 - Callum Sinclair On Doubling Down On Your Strengths - The Daily Talk Show [yKqn6U0i3Xc].mp4
18e_pi65fAA,25,https://www.youtube.com/watch?v=18e_pi65fAA,on,4,#878 - I Get It - The Daily Talk Show [18e_pi65fAA].mp4
Fy3zvjbM_IQ,25,https://www.youtube.com/watch?v=Fy3zvjbM_IQ,on,4,#691 -  Business & Finance With Future Advisory's Jason Robinson - The Daily Talk Show [Fy3zvjbM_IQ].mp4
19FjI0t0pb4,25,https://www.youtube.com/watch?v=19FjI0t0pb4,off-mask,2,#503 - Live From The West Hollywood Halloween Carnaval - The Daily Talk Show [19FjI0t0pb4].mp4
SC0-A3-J6ow,25,https://www.youtube.com/watch?v=SC0-A3-J6ow,on,4,#726 - A Video A Day - The Daily Talk Show [SC0-A3-J6ow].mp4
XBFra5xAi58,30,https://www.youtube.com/watch?v=XBFra5xAi58,on,2,#842 - Toasties & Discipline - The Daily Talk Show [XBFra5xAi58].mp4
otX8182KctQ,25,https://www.youtube.com/watch?v=otX8182KctQ,off,2,#379 - Spicy Chicken Roulette - The Daily Talk Show [otX8182KctQ].mp4
cfsIApBsWM8,25,https://www.youtube.com/watch?v=cfsIApBsWM8,off,3,"#412 - Andy White, Wombats & Bikes - The Daily Talk Show [cfsIApBsWM8].mp4"
4K0T6ctnjbc,25,https://www.youtube.com/watch?v=4K0T6ctnjbc,off,2,#434 - Botched Surgeon Dr. Paul Nassif - The Daily Talk Show [4K0T6ctnjbc].mp4
u3IE3U-qzFM,25,https://www.youtube.com/watch?v=u3IE3U-qzFM,off,4,#400 - How Far We've Come - The Daily Talk Show [u3IE3U-qzFM].mp4
eoLAu16EpXw,25,https://www.youtube.com/watch?v=eoLAu16EpXw,off,2,#346 - Interviewed By The Police - The Daily Talk Show [eoLAu16EpXw].mp4
5gsudowwffY,30,https://www.youtube.com/watch?v=5gsudowwffY,on,2,#825 - Chickens In The 'Burbs - The Daily Talk Show [5gsudowwffY].mp4
DvFi17XAq0w,25,https://www.youtube.com/watch?v=DvFi17XAq0w,off,3,#577 - Crystal Andrews On How To Win Every Argument - The Daily Talk Show [DvFi17XAq0w].mp4
